model,manufacturer,prodYear,price,engineVolume,mileage
Sonata,HYUNDAI,2016,13172,2,381135 km
Sonata,HYUNDAI,2015,12544,2,471632 km
Sportage,KIA,2016,40142,2.0 Turbo,53000 km
Elantra,HYUNDAI,2012,16935,1.8,160160 km
X5,BMW,2004,16308,3,16000 km
Korando,SSANGYONG,2013,24920,2,71561 km
Forester,SUBARU,2013,22580,2.5,84000 km
Sonata,HYUNDAI,2011,3450,2.4,224349 km
Aqua,TOYOTA,2012,16900,1.5,46756 km
Avalon,TOYOTA,2017,37633,2.5,91000 km
Aqua,TOYOTA,2012,10349,1.5,134000 km
S 550,MERCEDES-BENZ,2007,40769,5.5,167000 km
328,BMW,2012,26657,2.0 Turbo,206400 km
Elantra,HYUNDAI,2016,22549,1.6,150000 km
Elantra,HYUNDAI,2010,13771,1.6,159048 km
Tucson,HYUNDAI,2010,15957,2,140123 km
Jetta,VOLKSWAGEN,2013,157,2,321890 km
E 350,MERCEDES-BENZ,2016,1568,3.5,77205 km
Tiguan,VOLKSWAGEN,2014,27911,2.0 Turbo,59200 km
Elantra,HYUNDAI,2015,4391,1.8,125386 km
X5,BMW,2012,11133,3,195982 km
Prius,TOYOTA,2010,13642,1.5,137000 km
Camry,TOYOTA,2013,3763,2.5,124912 km
CLA 250,MERCEDES-BENZ,2014,40456,2.0 Turbo,64000 km
Optima,KIA,2014,12544,2.4,172800 km
Elantra,HYUNDAI,2012,18826,1.6,132000 km
Cr-v,HONDA,1999,9408,2,224863 km
Prius C,TOYOTA,2018,31047,1.5,10000 km
Tucson,HYUNDAI,2016,37580,2,90000 km
Fusion,FORD,2013,9722,1.6 Turbo,201000 km
Cruze,CHEVROLET,2016,20385,1.4 Turbo,47543 km
Jetta,VOLKSWAGEN,2012,9408,2,119619 km
Civic,HONDA,2017,62161,1.5,3355 km
Sonata,HYUNDAI,2015,15367,2,409910 km
Elantra,HYUNDAI,2016,627,2,47074 km
Stream,HONDA,2004,6899,1.7,0 km
Santa FE,HYUNDAI,2012,29580,2,148310 km
Sonata,HYUNDAI,2019,9565,2.4,1446 km
Passat,VOLKSWAGEN,2014,15681,1.8 Turbo,64000 km
Elantra,HYUNDAI,2016,25089,2,88000 km
Optima,KIA,2012,11290,2.4,183342 km
CX-5,MAZDA,2012,19000,2.2,96000 km
Fusion,FORD,2013,11604,1.6,113000 km
Prius,TOYOTA,2007,11917,1.5,180000 km
Camry,TOYOTA,2015,9722,2.5,241227 km
Santa FE,HYUNDAI,2016,56121,2,111875 km
Transit,FORD,2008,11604,2.2 Turbo,156000 km
Civic,HONDA,2015,41193,1.8,59179 km
FIT,HONDA,2014,24239,1.3,62000 km
Escape,FORD,2008,16308,2.5,256000 km
A3,AUDI,2004,9722,2.0 Turbo,260000 km
RX 450,LEXUS,2015,13956,3.5,143619 km
E 350,MERCEDES-BENZ,2010,12388,3.5,189530 km
Terrano,NISSAN,1998,8624,2.7,165000 km
FIT,HONDA,2008,12858,1.5,145000 km
REXTON,SSANGYONG,2015,45044,2,102118 km
Insight,HONDA,2009,10976,1.3,125000 km
XV,SUBARU,2015,19444,2,250005 km
RAV 4,TOYOTA,2017,706,2.5,29333 km
Allroad,AUDI,2005,11917,2.7 Turbo,256000 km
ML 350,MERCEDES-BENZ,2011,2038,3.5,186542 km
REXTON,SSANGYONG,2014,45633,2,87681 km
Celica,TOYOTA,2000,5645,1.8,204000 km
FIT,HONDA,2013,6611,1.3,114577 km
Civic,HONDA,2017,59834,1.5,12047 km
Transit,FORD,2008,18817,2.2 Turbo,222000 km
V 230,MERCEDES-BENZ,1998,10976,2.3,300000 km
Altezza,TOYOTA,2001,10036,2,160000 km
Camry,TOYOTA,2013,23521,2.5,127000 km
Santa FE sport,HYUNDAI,2017,43905,2.4,72000 km
CC,VOLKSWAGEN,2013,27598,3.6,101000 km
H1,HYUNDAI,2017,38731,2.5,30066 km
Civic,HONDA,2018,56509,2,17741 km
Prius,TOYOTA,2007,30,1.5,1000 km
Camry,TOYOTA,2010,13000,2.4,195200 km
ML 350,MERCEDES-BENZ,2012,1725,4.6,180659 km
A4,AUDI,2013,4234,2,157584 km
Fusion,FORD,2016,1646,2,120114 km
Camry,TOYOTA,2014,11133,2.5,179381 km
Camry,TOYOTA,2012,25089,3.5,93000 km
Elantra,HYUNDAI,2015,13799,1.8,91000 km
Caliber,DODGE,2009,7840,2,256000 km
Cruze,CHEVROLET,2017,1882,1.4,119352 km
Genesis,HYUNDAI,2009,15624,2,158642 km
X5,BMW,2000,6899,4.4,198000 km
Cayenne s,PORSCHE,2004,11290,4.5 Turbo,165000 km
Altima,NISSAN,2014,1411,2.5,106442 km
CT 200h,LEXUS,2012,627,1.8,142394 km
Axela,MAZDA,2017,15000,1.5,38000 km
Santa FE,HYUNDAI,2016,38562,2,195996 km
335,BMW,2013,627,3,161994 km
Civic,HONDA,2017,67480,1.5,16914 km
Sonata,HYUNDAI,2011,7056,2,61208 km
GS 450,LEXUS,2012,47042,3.5,212800 km
Camry,TOYOTA,2019,251,2.5,39552 km
Camry,TOYOTA,2014,12858,2.5,219150 km
Elantra,HYUNDAI,2016,1568,1.8,121840 km
Camry,TOYOTA,2018,9722,2.5,127515 km
GX 470,LEXUS,2013,54568,4.6,202651 km
H1,HYUNDAI,2011,22266,2.5,120805 km
Prius,TOYOTA,2013,10976,1.8,144000 km
Malibu,CHEVROLET,2015,25744,2,111365 km
Volt,CHEVROLET,2012,16621,1.4,95000 km
Camry XLE,TOYOTA,2014,30420,2.5,103677 km
Elantra,HYUNDAI,2014,12544,1.8,120000 km
Santa FE,HYUNDAI,2010,10964,2,51604 km
X5,BMW,2010,1882,3,265210 km
200,MERCEDES-BENZ,1998,6272,2,3000000 km
A4,AUDI,2011,1646,2,124958 km
Elantra GT,HYUNDAI,2013,21639,1.8,133280 km
GX 460,LEXUS,2015,706,4.6,102907 km
Juke,NISSAN,2011,470,1.6,0 km
March,NISSAN,2015,5987,1.2,93100 km
X5,BMW,2009,1803,3,229854 km
Sonata,HYUNDAI,2016,13172,2,577053 km
Sentra,NISSAN,2018,4391,1.8,16574 km
Tundra,TOYOTA,2016,11290,5.7,54875 km
Optima,KIA,2015,14500,2,0 km
Camry,TOYOTA,2012,3293,2.5,361035 km
ML 350,MERCEDES-BENZ,2012,22266,3.5,193267 km
FIT,HONDA,2017,41259,1.5,22099 km
Escape,FORD,2011,1490,3,158349 km
Juke,NISSAN,2013,2901,1.6,166013 km
E 350,MERCEDES-BENZ,2014,32302,5.5,101424 km
Accent,HYUNDAI,2017,1254,1.6,106979 km
Camry,TOYOTA,2015,14113,2.5,0 km
Sonata,HYUNDAI,2016,5018,2,71218 km
Prius,TOYOTA,2008,35,1.5,172000 km
Cayenne,PORSCHE,2004,12231,3.2,156121 km
Elantra,HYUNDAI,2013,18660,2.4,130000 km
Escape,FORD,2009,220,2.5,193614 km
RAV 4,TOYOTA,2013,34497,2.5,127000 km
Jetta,VOLKSWAGEN,2000,3450,2,150000 km
E 430,MERCEDES-BENZ,2002,10976,4.3,245000 km
407,PEUGEOT,2005,10976,2,150023 km
F150,FORD,2012,42000,5,150000 km
Actyon,SSANGYONG,2016,42692,1.6,54216 km
RX 450,LEXUS,2010,2509,3.5,315270 km
RX 350,LEXUS,2010,549,3.5,138211 km
GTI,VOLKSWAGEN,2013,4234,2,162142 km
IS 250,LEXUS,2014,627,2.5,126021 km
S6,AUDI,2007,13000,5.2,108000 km
Vectra,OPEL,1996,3800,2,1111111 km
Tacoma,TOYOTA,2013,314,2.7,158870 km
B 170,MERCEDES-BENZ,2008,14740,1.7,120000 km
530,BMW,2003,16621,3.0 Turbo,270000 km
Prius prius,TOYOTA,2009,9722,1.5,185000 km
Captiva,CHEVROLET,2008,8781,2,57248 km
Focus Titanium,FORD,2012,13485,2,121000 km
X5,BMW,2010,1882,3,265210 km
Tucson,HYUNDAI,2019,65015,2,6770 km
CT 200h,LEXUS,2013,5331,1.8,174043 km
Sonata,HYUNDAI,2015,9722,2,471636 km
Lacetti,CHEVROLET,2010,11964,1.8,114588 km
Optima,KIA,2016,100,2.4,87000 km
528,BMW,2009,16621,2.8,164000 km
Challenger,DODGE,2013,31361,3.6,85000 km
Escape,FORD,2009,220,2.5,193614 km
Aqua,TOYOTA,2012,14799,1.5,69570 km
A6,AUDI,2014,1098,2,101179 km
Camry,TOYOTA,2012,21953,2.5,111763 km
Civic,HONDA,2000,7200,1.6,2530 km
CLK 350,MERCEDES-BENZ,2007,18817,3.5,162000 km
Camry XSE,TOYOTA,2016,18500,2.5,142000 km
XC90,VOLVO,2003,9100,2.5 Turbo,363200 km
H1,HYUNDAI,2017,36827,2.5,137000 km
Elantra,HYUNDAI,2016,3293,2,0 km
Sonata,HYUNDAI,2016,15681,2,246040 km
Prius C,TOYOTA,2013,12544,1.5,142000 km
I30,HYUNDAI,2012,17346,1.6,151136 km
Explorer,FORD,2015,73134,3.5,56571 km
Cruze,CHEVROLET,2014,3136,1.4,156992 km
CLS 550,MERCEDES-BENZ,2012,15681,4.7 Turbo,152000 km
E 350,MERCEDES-BENZ,2011,314,3.5,132630 km
REXTON,SSANGYONG,2011,21739,2,183590 km
X5,BMW,2011,784,3,277421 km
Camry,TOYOTA,2012,27598,2.5,64000 km
Outlander,MITSUBISHI,2012,18245,2,97000 km
Prius,TOYOTA,2013,18817,1.8,104000 km
Prius C,TOYOTA,2012,16621,1.5,172000 km
Carnival,KIA,2010,11200,2.2,125000 km
XV,SUBARU,2015,19444,2,250005 km
Prius,TOYOTA,2011,10976,1.8,218560 km
RAV 4,TOYOTA,2017,52373,2.5,2000 km
Prius,TOYOTA,2011,25,1.8,11111 km
Passat,VOLKSWAGEN,2006,8311,2.0 Turbo,0 km
Caliber,DODGE,2011,14740,2,110000 km
Elantra,HYUNDAI,2012,10976,1.8,213600 km
Aqua,TOYOTA,2014,16308,1.5,123456 km
Volt,CHEVROLET,2013,23521,1.4,126400 km
S 550,MERCEDES-BENZ,2012,6586,4.6,156043 km
Juke,NISSAN,2014,23521,1.6 Turbo,113600 km
500 sport panorama,FIAT,2015,15053,1.4,70000 km
Captiva,CHEVROLET,2008,7056,2,68348 km
Insight,HONDA,2011,25,1.3,160000 km
Optima,KIA,2015,19130,2,55073 km
Fabia,SKODA,2008,8467,1.2,1200 km
GX 460,LEXUS,2014,941,4.6,200402 km
Accent,HYUNDAI,2011,10923,1.6,32800 km
Korando,SSANGYONG,2013,21062,2,116918 km
Tucson,HYUNDAI,2013,19547,2,199848 km
FIT,HONDA,2014,17092,1.5,119000 km
Sonata,HYUNDAI,2012,15681,2.4,147200 km
C 180,MERCEDES-BENZ,1997,9408,1.8,196090 km
H1,HYUNDAI,2012,21395,2.5,166144 km
H1,HYUNDAI,2010,16766,2.5,213696 km
E 350,MERCEDES-BENZ,2014,29793,3.5,219030 km
B 170 Edition One,MERCEDES-BENZ,2007,12544,1.7,221700 km
Prius,TOYOTA,2013,20071,1.5,77000 km
Jetta,VOLKSWAGEN,2013,13485,2.5,110000 km
Rogue,NISSAN,2014,18189,2.5,136000 km
FIT,HONDA,2011,13172,1.3,165000 km
Elantra,HYUNDAI,2011,17876,1.8,62000 km
Touareg,VOLKSWAGEN,2003,19757,5.0 Turbo,170000 km
RX 450,LEXUS,2010,13328,3.5,186005 km
H1,HYUNDAI,2016,40688,2.5,97640 km
S 550,MERCEDES-BENZ,2007,47042,5.5,185000 km
Fusion HYBRID,FORD,2015,26971,2,81000 km
"Crafter 2,5TDI",VOLKSWAGEN,2009,20385,2.5,240000 km
Camry,TOYOTA,2012,3136,2.5,277906 km
Elantra,HYUNDAI,2010,11704,1.6,180093 km
Captiva,CHEVROLET,2015,39085,2.2,95303 km
320 Gran Turismo,BMW,2001,9408,2.2,111111 km
Sonata,HYUNDAI,2013,706,2.4,0 km
Aqua,TOYOTA,2013,9722,1.5,146000 km
Astra,OPEL,2007,5500,1.9,1000 km
Sonata,HYUNDAI,2010,12880,2,173177 km
Astra,OPEL,2003,6800,1.2,234221 km
RAV 4,TOYOTA,2014,28225,2.5,180275 km
Caliber,DODGE,2011,14426,2,173000 km
FIT,HONDA,2003,6586,1.3,229000 km
H1,HYUNDAI,2017,29636,2.5,32578 km
Elantra,HYUNDAI,2020,3293,2,261 km
Aqua,TOYOTA,2015,25089,1.5,68000 km
X5,BMW,2012,392,3,296395 km
Jetta,VOLKSWAGEN,2013,13900,1.4 Turbo,125000 km
Camry,TOYOTA,2013,22894,2.5,160000 km
Mustang,FORD,2016,50178,3.7,56000 km
Escalade,CADILLAC,2008,47042,6.2,288000 km
Avella,KIA,2018,16308,2,56288 km
Camry,TOYOTA,2012,706,3.5,132165 km
X5,BMW,2002,14113,4.4,180000 km
Pajero IO,MITSUBISHI,2001,7524,2,130933 km
CT 200h,LEXUS,2014,30107,1.8,114000 km
Malibu,CHEVROLET,2011,17923,2,149790 km
Astra,OPEL,2001,4077,2,170000 km
GLE 350,MERCEDES-BENZ,2017,83107,3.5,13500 km
Volt Premier,CHEVROLET,2016,45160,1.5,80000 km
Jetta,VOLKSWAGEN,2015,17700,1.8 Turbo,102780 km
FIT,HONDA,2014,28532,1.5,77200 km
E 350,MERCEDES-BENZ,2010,12388,3.5,189530 km
GX 460,LEXUS,2015,73071,4.6,188078 km
GLE 350,MERCEDES-BENZ,2017,19130,3.5,75914 km
Transit,FORD,2000,11290,2.5 Turbo,111000 km
Escape,FORD,2009,13172,2.5,205000 km
Liberty,JEEP,2012,20385,3.7,170000 km
Optima,KIA,2012,20385,2.4,97000 km
740 i,BMW,2010,31361,3.0 Turbo,175000 km
Elantra,HYUNDAI,2012,19416,1.6,79534 km
Galant GTS,MITSUBISHI,2004,6000,3.8,135000 km
Orlando,CHEVROLET,2012,16894,2,155329 km
REXTON,SSANGYONG,2013,39458,2,84000 km
Sportage,KIA,2007,7119,2,74666 km
GLE 350,MERCEDES-BENZ,2016,20071,3,62938 km
FIT PREMIUMI,HONDA,2011,8147,1.3,133000 km
RAV 4,TOYOTA,2012,25,2.2 Turbo,120000 km
GX 460,LEXUS,2015,706,4.6,102907 km
Civic,HONDA,2013,392,1.8,162520 km
Sonata,HYUNDAI,2016,11290,2,270874 km
Corolla,TOYOTA,2015,4861,1.8,152630 km
Escape,FORD,2010,862,2.5,174926 km
Aqua,TOYOTA,2012,9408,1.5,111000 km
Sonata,HYUNDAI,2011,16599,2,179352 km
GL 450,MERCEDES-BENZ,2011,1725,4.6,217485 km
E 350,MERCEDES-BENZ,2013,15681,3.5 Turbo,140800 km
X-Terra,NISSAN,2004,13799,3.3,200000 km
Sonata,HYUNDAI,2016,13172,2,478704 km
Elantra,HYUNDAI,2014,25889,2,50478 km
Cruze,CHEVROLET,2017,20385,1.4,64000 km
Aqua,TOYOTA,2012,17663,1.5,58405 km
Orlando,CHEVROLET,2012,23828,2,110776 km
REXTON,SSANGYONG,2013,32045,2,166016 km
ML 350,MERCEDES-BENZ,2015,470,3.5,61648 km
ML 500,MERCEDES-BENZ,2002,15681,5,200000 km
Elantra GS,HYUNDAI,2012,16151,1.8,95000 km
RAV 4,TOYOTA,2001,12544,2,169000 km
Optima,KIA,2014,14113,2,71104 km
Actyon,SSANGYONG,2016,43576,1.6,53873 km
RX 450,LEXUS,2010,13328,3.5,186005 km
Prius,TOYOTA,2015,17249,1.8,166400 km
Legacy,SUBARU,2007,10976,2,210000 km
FIT,HONDA,2005,8154,1.3,117000 km
Vito,MERCEDES-BENZ,2006,23521,2.2 Turbo,193102 km
Aveo,CHEVROLET,2012,12187,1.6,65642 km
Transit Connect,FORD,2012,14740,1.8 Turbo,147000 km
Sonata,HYUNDAI,2012,251,2.4,259184 km
Captiva,CHEVROLET,2014,25456,2,160087 km
ML 350,MERCEDES-BENZ,2015,22894,3.5,79080 km
Crosstrek,SUBARU,2018,21953,2,30400 km
Sonata,HYUNDAI,2015,9252,2,587949 km
Explorer,FORD,2016,78048,2.3,99742 km
E 350,MERCEDES-BENZ,2014,30734,3.5,200179 km
Santa FE,HYUNDAI,2020,87927,2,5900 km
GX 460,LEXUS,2015,5018,4.6,188078 km
Korando,SSANGYONG,2011,22621,2,120005 km
Captiva,CHEVROLET,2016,49174,2,48774 km
Combo,OPEL,2001,7213,1.7 Turbo,242701 km
Camry,TOYOTA,2015,32929,2.5,40000 km
Elantra,HYUNDAI,2012,17158,1.6,146816 km
H1,HYUNDAI,2014,23436,2.5,173490 km
H1,HYUNDAI,2010,16480,2.5,328034 km
FIT,HONDA,2012,12388,1.3,95000 km
Rogue,NISSAN,2011,17562,2.5,155000 km
Optima,KIA,2014,188,2.4,172149 km
Q5,AUDI,2011,314,2,287021 km
DTS,CADILLAC,2008,21639,4.6,161000 km
X5,BMW,2010,33556,3.0 Turbo,143000 km
Elantra,HYUNDAI,2014,18503,1.8,48000 km
X5,BMW,2003,17876,3.0 Turbo,180000 km
Note,NISSAN,2006,6586,1.5,1000 km
GX 470,LEXUS,2009,2430,4.7,264339 km
E 350,MERCEDES-BENZ,2010,12388,3.5,189530 km
Sonata,HYUNDAI,2010,16894,2,172253 km
Transit,FORD,1990,5000,2.5,10000 km
Forester,SUBARU,2004,10976,2.0 Turbo,150000 km
Camry,TOYOTA,2012,17876,2.5,90000 km
Stella,SUBARU,2011,6586,0.7,0 km
Camry,TOYOTA,2014,11133,2.5,179381 km
H1,HYUNDAI,2017,43952,2.5,111643 km
VOXY,TOYOTA,2007,90,2,180000 km
X5,BMW,2012,157,3,296395 km
Serena,NISSAN,2004,5645,2,160000 km
Optima hybid,KIA,2013,20385,2.4,105000 km
Micra,NISSAN,2001,2822,1.4,135000 km
Tucson,HYUNDAI,2017,30712,1.7,50380 km
Tiida,NISSAN,2005,20,1.5,146000 km
Grand Cherokee,JEEP,2014,314,3,164011 km
H1,HYUNDAI,2016,37580,2.5,145830 km
GLE 350,MERCEDES-BENZ,2017,87999,3.5,40000 km
C 220,MERCEDES-BENZ,1997,7683,2,415386 km
Elantra,HYUNDAI,2009,9747,1.6,179740 km
Actyon,SSANGYONG,2016,40092,1.6,55234 km
Prius,TOYOTA,2008,11604,1.5,149000 km
Transit,FORD,1998,17249,2.5 Turbo,300000 km
LS 460,LEXUS,2017,89379,4.6,15358 km
Passat SEL,VOLKSWAGEN,2013,10036,1.8 Turbo,62022 km
Aqua,TOYOTA,2012,13764,1.5,116453 km
GLE 350,MERCEDES-BENZ,2017,11290,3.5,52675 km
Demio evropuli,MAZDA,2003,7213,1.4,185000 km
Mazda 6,MAZDA,2014,22580,2.5,193600 km
Cruze,CHEVROLET,2011,11412,1.8,107271 km
Sonata,HYUNDAI,2014,10036,2,404507 km
Tucson,HYUNDAI,2013,27435,2,167157 km
Panamera,PORSCHE,2010,67426,4.8,88939 km
March,NISSAN,2012,6895,1.2,60936 km
Camry,TOYOTA,2014,25402,2.5,92800 km
Rogue,NISSAN,2014,18503,2.5,135700 km
Sprinter,MERCEDES-BENZ,2007,54882,2.7 Turbo,145000 km
FIT,HONDA,2014,12184,1.3,117811 km
Aqua,TOYOTA,2014,19030,1.5,66212 km
FIT,HONDA,2013,26858,1.5,55948 km
Accord,HONDA,2016,9722,2.4,103467 km
Land Cruiser Prado,TOYOTA,1997,10349,2.7,218000 km
Fusion,FORD,2010,15994,2.5,185000 km
RX 350,LEXUS,2012,27911,3.5,62000 km
Camry,TOYOTA,2012,24462,2,172800 km
Prius,TOYOTA,2010,12544,1.8,140000 km
Land Cruiser,TOYOTA,2009,84675,4.5 Turbo,200000 km
Odyssey,HONDA,2003,5800,2.3,275000 km
ML 350,MERCEDES-BENZ,2007,100,3.5,200000 km
H1,HYUNDAI,2014,34074,2.5,126970 km
Prius,TOYOTA,2008,12231,1.5,223560 km
Aqua,TOYOTA,2017,14831,1.5,181474 km
Jetta,VOLKSWAGEN,2013,1646,2,189949 km
FIT,HONDA,2014,11290,1.5,182000 km
Santa FE,HYUNDAI,2016,29950,2,50079 km
Fusion,FORD,2012,19757,1.6 Turbo,117000 km
Civic,HONDA,2015,43545,1.8,37064 km
Aqua,TOYOTA,2014,9879,1.5,108000 km
RX 400 hybrid,LEXUS,2008,29166,3.3,249600 km
Transit,FORD,2000,6899,2.5 Turbo,193000 km
X5,BMW,2000,10036,3,25000 km
RAV 4,TOYOTA,1997,9408,2,140000 km
Tundra,TOYOTA,2013,125,5.7,234683 km
H1,HYUNDAI,2017,38731,2.5,30066 km
Sonata,HYUNDAI,2013,20071,2.4,21920 km
X5,BMW,2013,1019,3,137802 km
Elantra,HYUNDAI,2017,21639,1.6,16687 km
Santa FE,HYUNDAI,2015,39226,2,147808 km
Santa FE,HYUNDAI,2017,52034,2,82413 km
C 180,MERCEDES-BENZ,1995,5645,1.8,46777 km
Camry,TOYOTA,2014,784,2.5,102397 km
Actyon,SSANGYONG,2018,43952,1.6,73548 km
Corolla,TOYOTA,2006,15681,2.2 Turbo,222000 km
FIT,HONDA,2004,30,1.3,150000 km
Prius,TOYOTA,2006,10036,1.5,305600 km
X5,BMW,2007,21953,3,216000 km
Sonata,HYUNDAI,2013,2744,2.4,126690 km
Presage,NISSAN,2004,6500,2.5,0 km
Vito,MERCEDES-BENZ,2004,10976,2.2,316000 km
Mirage,MITSUBISHI,2012,7056,1,60000 km
Lacetti,CHEVROLET,2011,12717,1.8,121831 km
Civic,HONDA,2012,2901,1.5,146403 km
E 320,MERCEDES-BENZ,2007,17562,3,376000 km
Transit,FORD,1996,23521,2.5,123000 km
328,BMW,2007,14113,3,999999999 km
Taurus,FORD,2013,39797,2,58901 km
Optima,KIA,2015,3763,2.4,170040 km
Volt,CHEVROLET,2012,23521,1.4,112101 km
Camry,TOYOTA,2012,392,2.5,314373 km
Santa FE,HYUNDAI,2016,52853,2,89454 km
Captiva,CHEVROLET,2007,5331,2,48529 km
Civic,HONDA,2017,862,1.5,0 km
Santa FE,HYUNDAI,2013,36228,2,174144 km
Transit,FORD,2007,12544,2.2 Turbo,100000 km
Sonata,HYUNDAI,2017,52959,2,13941 km
Prius,TOYOTA,2012,2195,1.8,430278 km
X-Trail,NISSAN,2005,11500,2,142000 km
Actyon,SSANGYONG,2017,40092,1.6,52516 km
GX 460,LEXUS,2017,110,4.6,0 km
A7,AUDI,2014,3058,3,140507 km
Fusion,FORD,2013,6272,2,178000 km
C 250,MERCEDES-BENZ,2012,18817,1.8 Turbo,89500 km
Prius,TOYOTA,2011,14700,1.8,150000 km
Aqua,TOYOTA,2014,10820,1.5,102000 km
Sonata,HYUNDAI,2013,549,2.4,166774 km
Equinox,CHEVROLET,2015,627,2.4,78926 km
Passat,VOLKSWAGEN,2015,17249,1.8 Turbo,99000 km
C 220,MERCEDES-BENZ,2008,23521,2.2 Turbo,177000 km
Camry,TOYOTA,2010,13485,2.5,123000 km
500,FIAT,2012,15053,1.4,90000 km
X5,BMW,2015,3920,3,201056 km
Jetta,VOLKSWAGEN,2017,25716,2.0 Turbo,131200 km
Panamera GTS,PORSCHE,2013,100355,4.8,98600 km
Korando,SSANGYONG,2013,24327,2,76788 km
Century,BUICK,2019,6586,2.5,10392 km
Sportage,KIA,2007,6586,2,78880 km
Aqua,TOYOTA,2012,22715,1.5,45000 km
GLK 350,MERCEDES-BENZ,2012,282,3.5,55290 km
RX 350,LEXUS,2016,47,3.5,65981 km
Escape,FORD,2008,188,0.4,209843 km
FIT,HONDA,2014,5225,1.3,193895 km
IS 250,LEXUS,2008,20385,2.5,162300 km
Camry,TOYOTA,2016,470,2.5,154314 km
GX 460,LEXUS,2012,157,4.6,189704 km
Sonata,HYUNDAI,2011,19416,2,175221 km
Sonata,HYUNDAI,2015,12544,2,471632 km
ML 350,MERCEDES-BENZ,2008,3763,3.5,366869 km
Sonata LIMITED,HYUNDAI,2011,20385,2.4,104000 km
ML 350,MERCEDES-BENZ,2011,470,3,275862 km
GLE 350,MERCEDES-BENZ,2016,19130,3,62938 km
Taurus,FORD,2012,24029,3.5,101315 km
C 180,MERCEDES-BENZ,1997,6899,1.8,445908 km
E 320,MERCEDES-BENZ,2003,15681,3.2,222000 km
Sonata,HYUNDAI,2018,55343,2,42563 km
Camaro,CHEVROLET,2016,53314,2.0 Turbo,32000 km
A4,AUDI,1995,2000,1.8,100000 km
Jetta,VOLKSWAGEN,2011,941,2.5,175389 km
X-Trail,NISSAN,2005,13485,2,179000 km
Camry,TOYOTA,2014,11133,2.5,179381 km
A4,AUDI,2013,3293,2,151469 km
Sierra DIZEL,FORD,1992,5642,1.8 Turbo,168000 km
X5,BMW,2014,84675,3.0 Turbo,96000 km
Fusion Hybrid,FORD,2013,19287,2,97000 km
E 350,MERCEDES-BENZ,2013,51746,3.5,121600 km
Captiva,CHEVROLET,2007,6125,2,75152 km
Vectra,OPEL,1997,4500,1.8,13425 km
E 350,MERCEDES-BENZ,2010,1490,3.5,249734 km
Avella,KIA,2018,16308,2,56288 km
Prius,TOYOTA,2007,10976,1.5,90000 km
RAV 4,TOYOTA,2018,27911,2.5,28784 km
Legacy,SUBARU,2004,4500,2,11111 km
XV,SUBARU,2014,470,2,131872 km
Note,NISSAN,2007,7527,1.5,160000 km
Tucson,HYUNDAI,2010,12231,2,68876 km
Fusion,FORD,2014,14113,2.5,134000 km
Highlander,TOYOTA,2010,14269,3.3,300366 km
CX-9,MAZDA,2012,31,3.7,291840 km
Aqua,TOYOTA,2012,11917,1.3,155000 km
Cruze LT,CHEVROLET,2018,15524,1.4 Turbo,21786 km
Prius,TOYOTA,2013,13172,1.8,180000 km
Focus,FORD,2012,12544,2,139010 km
ML 350,MERCEDES-BENZ,2015,22894,3.5,79080 km
Spark,CHEVROLET,2012,6586,1,40079 km
Transit Connect,FORD,2011,12500,1.8 Turbo,180000 km
E 200,MERCEDES-BENZ,1997,7840,2,305125 km
GLE 43 AMG,MERCEDES-BENZ,2017,141124,3.0 Turbo,14914 km
Highlander,TOYOTA,2008,470,3.3,182024 km
Passat tsi-se,VOLKSWAGEN,2013,20385,1.8 Turbo,159978 km
Aqua,TOYOTA,2013,11604,1.5,118000 km
GX 470,LEXUS,2013,1490,4.6,154115 km
Insight,HONDA,2010,549,1.3,245070 km
Altima,NISSAN,2012,862,2.5,97627 km
Orlando,CHEVROLET,2012,22357,2,132863 km
E 350,MERCEDES-BENZ,2008,24775,3.5,163000 km
Jetta,VOLKSWAGEN,2012,15000,2,130000 km
Grand Cherokee,JEEP,2012,32973,3.6,175788 km
X5,BMW,2015,3920,3,201056 km
Highlander,TOYOTA,2008,1646,3.3,269162 km
Camry,TOYOTA,2014,784,2.5,102397 km
C 220,MERCEDES-BENZ,2010,21639,2.2 Turbo,310000 km
Santa FE,HYUNDAI,2013,50018,2,128197 km
Cruze,CHEVROLET,2013,12231,1.4,112000 km
H1,HYUNDAI,2016,27463,2.5,203073 km
Escape,FORD,2012,784,2.5,95349 km
Sonata,HYUNDAI,2012,13172,2.4,125000 km
Genesis,HYUNDAI,2010,15323,2,132008 km
CT 200h,LEXUS,2015,392,1.8,115347 km
Sonata,HYUNDAI,2016,13172,2,577053 km
Caddy cadi,VOLKSWAGEN,2003,9095,1.4,220000 km
GLE 350,MERCEDES-BENZ,2017,39201,3.5,95541 km
Prius,TOYOTA,2012,23521,1.8,107000 km
Prius C,TOYOTA,2014,18817,1.5,63000 km
X6,BMW,2012,5645,4.4,123622 km
Land Cruiser 80,TOYOTA,1993,15681,4.5,223000 km
Meriva,OPEL,2008,11604,1.3,1373 km
Santa FE,HYUNDAI,2016,48403,2.2,125629 km
Camry,TOYOTA,2018,68053,2.5,40000 km
Captiva,CHEVROLET,2013,24571,2,153000 km
FIT,HONDA,2012,11604,1.3,145000 km
335,BMW,2007,20385,3.5 Turbo,130000 km
Fusion,FORD,2011,12544,2.5,82603 km
Prius,TOYOTA,2007,11300,1.5,150000 km
